Control - E1,Control - E2,Control - E3
3.579262998708534,3.6075324773974606,3.58909571081828
3.5811365114284825,3.6064289244635725,3.5905537896641535
3.582283246756039,3.604048629710648,3.5940310067829353
3.5821405956647467,3.6069807794705158,3.586741700582558
3.5815207791543946,3.606157392858389,3.589530491507774
3.579371124168042,3.6071033531436734,3.59012150720339
3.5795995029651144,3.606951276496372,3.5896440763412705
3.5863067060419027,3.6074050106799023,3.5922852451781906
3.5856456835736545,3.606723744534496,3.5939410867184223
3.5883218191241766,3.6079880914713813,3.593042899571472
3.587278512514009,3.6052284223019946,3.591943890260274
3.5873931568515056,3.606711290271214,3.5929562095336585
3.588614473511619,3.606975156576355,3.593711769339298
3.588270523610845,3.6087253729693978,3.5940692959428437
3.587569153975108,3.609152238378706,3.5938620274616193
3.588523172086277,3.606957428328579,3.594178249021083
3.5884790101126773,3.6080338087622423,3.5939496837008873
3.5874658396201227,3.610157801412216,3.5881777625782036
3.5914628598759135,3.6079203270343356,3.5863204119835643
3.5935919216014973,3.6063380091288986,3.588255018727758
3.5919209606678786,3.613864422244622,3.5881575185165184
3.595908754575852,3.613197743706676,3.594338170236201
3.596614819545343,3.6106470973393954,3.596088664933587
3.5982993882774728,3.61132905093395,3.599570276015797
3.5987256644949213,3.6118758036164254,3.6010135182306398
3.5979847039194732,3.615698382506774,3.6033757348733877
3.5997209477735934,3.61814508756161,3.602856172347784
3.5999760726799237,3.6133329063793846,3.6031032395869858
3.5968433433680067,3.6127410332449634,3.602724855945265
3.5976863624108795,3.6144758298331015,3.6031481533209075
3.5983954347646945,3.6188341930493535,3.6039405079233546
3.5980251533897807,3.6214490447363588,3.6043428843893617
3.6021560548606217,3.6185935499529824,3.6059678623810356
3.6024947398573497,3.6211967232486577,3.6066555688326396
3.6029070558980107,3.623736292522355,3.6073166716658056
3.6045994822115452,3.6263632765560367,3.6075445682122087
3.6072574235210992,3.6262844045207623,3.6080278182433867
3.6081765757612736,3.6264007469779136,3.6081210950587943
3.6101609343999703,3.6248658153160824,3.6132013358616946
3.6114778548326307,3.6267432839756446,3.614094833148113
3.611556724081236,3.628482831186853,3.6151716253474264
3.609927099469922,3.62631225631669,3.6200741377122343
3.610933098886813,3.6239664043710262,3.626189118494304
3.6108483170409023,3.6259954056416297,3.633314845246828
3.6119001288538124,3.6308166363012004,3.6337367311668336
3.614408518409712,3.6337436598092823,3.632862956206125
3.6162271075740415,3.6346649533319075,3.648581203696137
3.620190841617581,3.6342833229971943,3.656009394552496
3.607675194341278,3.6373119749215435,3.662288326619282
3.6224493031484997,3.644449127014621,3.6716197880767707
3.622695281760192,3.642128043092724,3.6692987229427794
3.623333473589512,3.6426925230843836,3.670268060655247
3.6222493751593534,3.6449745044173296,3.690548810199752
3.619081525743687,3.644028821107644,3.705003510237053
3.6214309357583994,3.642843551484708,3.7040271290731837
3.6245142825645873,3.6491006113827993,3.7062855364913565
3.616400455146701,3.6499845591681757,3.711165605851511
3.616732295979701,3.644127099198812,3.7138378643001544
3.6185764653394137,3.6532935260758372,3.7133737798229753
3.6228406906800665,3.652952596333879,3.7097582126094677
3.616404483239092,3.646036194380513,3.699572194569369
3.6113709435519157,3.6485875863899624,3.705477681577851
3.6115916355923425,3.647474568544934,3.7151979599159377
3.616911819506369,3.6441547069320728,3.7206889367496303
3.6110333794071474,3.650683518729354,3.723699277766652
3.603836315144497,3.649769952531205,3.7307454952941486
3.6130857978731283,3.6469688231455657,3.727517387196275
3.614360428076887,3.6092008011036016,3.7323862130774224
