Main - E1,Main - E2,Main - E3
3.626345557418214,3.385826554517807,3.3294562187422043
3.604133094165263,3.3644290335864233,3.30666251990845
3.582439612377198,3.343053521483552,3.285429089282551
3.561068112510982,3.3232306542864185,3.267003820404618
3.5412205038529607,3.3024691306070713,3.2497877710413583
3.5200583576789746,3.282070781987521,3.23197191111901
3.5004823398622866,3.261640373076984,3.2132041091338146
3.482431172865529,3.2471568435891287,3.19474713642019
3.4637403559720292,3.2297432809063187,3.1785488508489506
3.444045483861872,3.2121438403346745,3.1635581425132164
3.4261719898927416,3.1946599741003023,3.1470053125597657
3.4104419459858533,3.182194485652273,3.131592976407336
3.396811747518631,3.1667742473768814,3.11809431400901
3.3829411165028844,3.1537744982257108,3.1049323617127924
3.3697495998102185,3.1405078590073527,3.092175649846613
3.3574083738952396,3.1284444009546775,3.0795058713507895
3.3463494016596846,3.117219189797653,3.069672003657389
3.3359313032965274,3.107569547218611,3.0592825725806323
3.325147132507965,3.0987456211543387,3.047112526730216
3.3156890067194715,3.0915488563702307,3.0393168398767463
3.306338743468801,3.080390076346143,3.029365352060865
3.298855725271603,3.0721774381147555,3.0270315285238745
3.2925495271917677,3.066796816047344,3.01937101492147
3.286367737410881,3.0602137327630814,3.015117119916377
3.2803318598848117,3.0567393889358554,3.0081749989653295
3.2754680013942923,3.05108797915547,3.0047173334012234
3.2716394233803845,3.0449354889997573,3.001224716686164
3.2661217902022015,3.0433245156119804,2.9984242757248056
3.2640808312134224,3.0421972008375113,2.9955590179344838
3.2631430348030257,3.037917513249364,2.993342422210116
3.2616314948926,3.036643172867111,2.9906735844592296
3.260496735869507,3.0370010496053697,2.9906974746500032
3.258258284354975,3.0329521931363876,2.990106781043692
3.260712695318163,3.0320387867472993,2.9886253670507927
3.2601660848958636,3.031709035635175,2.989324675021593
3.2618292358750507,3.034010620274885,2.9900061169164203
3.263578140143678,3.0362748404944035,2.99084133129792
3.265310621054026,3.0375279411168754,2.9933186412088517
3.2685683577820237,3.0376394643705282,2.9939866785487528
3.2739012721109284,3.041834595311314,2.9960257729843236
3.2759315398196214,3.0454733403862373,2.9996756110224134
3.279671054940318,3.0485592074258165,3.0029484111883895
3.283423061867956,3.052024699591054,3.005311558106812
3.2897624923699356,3.0578794457542258,3.010793822625236
3.2926463964710253,3.062172450956904,3.0139832963797004
3.30085843066506,3.0645272871558307,3.0177824058104923
3.305339549550476,3.0691118352917584,3.02231058116271
3.311319461174301,3.0764853843671984,3.026750703660891
3.3183337620717372,3.0823500002821604,3.03337176944885
3.325609348812647,3.086197875441562,3.039195662646405
3.3318953900997856,3.0937417785907377,3.0452177043082593
3.340359145619272,3.103307458855429,3.053040331299413
3.3475389165319704,3.108229649666718,3.0580894827344203
3.355538594271048,3.1173670875012385,3.0642068985104602
3.364152776433624,3.1294031441679966,3.071917005376108
3.3676896431665333,3.138342586009396,3.080022025149159
3.3751859138759768,3.1470451537540347,3.0881047306539404
3.3861581502462705,3.1542613701254187,3.089195284372118
3.3966297766970515,3.1618745950758522,3.090823521883066
3.4096896777729357,3.1740135570461057,3.1091234622282604
3.4195777052429372,3.177498375395031,3.1156083243247203
3.428834947907667,3.18659368113641,3.118303368860633
